"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"ORALONE","TRIAMCINOLONE ACETONIDE",23,2594.3,17,152.60588235,230,11.279565217,,,,,2015
"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE",2633583,89615271.33,629392,142.38387417,224574339.96,0.4064165776,393074,43.333919109,236318,5.617662641,2015
"OXYBUTYNIN CHLORIDE ER","OXYBUTYNIN CHLORIDE",2819488,161148233.8,593530,271.50815258,128360352.86,1.2538360912,360272,104.84874956,233258,7.0245887815,2015
"OXYCODONE HCL","OXYCODONE HCL",7083354,268430003.13,1392544,192.76231353,728619990.27,0.3542142942,720992,55.525033967,671552,8.3243608834,2015
"OXYCODONE HCL ER","OXYCODONE HCL",82613,43257177.91,25331,1707.6774667,5602788.5,6.9590857779,10342,227.19413846,14989,13.693665355,2015
"OXYCODONE-ACETAMINOPHEN","OXYCODONE HCL/ACETAMINOPHEN",10335613,514429807.59,2911417,176.69396297,826272327.48,0.5651255631,1685463,46.669745061,1225954,6.4662314981,2015
"OXYCONTIN","OXYCODONE HCL",1788756,932014719.86,264228,3527.312472,117338146.97,7.3226366382,123515,436.38894693,140713,34.009794902,2015
"PANTOPRAZOLE SODIUM","PANTOPRAZOLE SODIUM",13461919,182899771.18,2975704,61.464369837,693320037.91,0.2638901774,1917838,34.896012327,1057866,5.6739961111,2015
"PEDI-DRI","NYSTATIN",83,5811.8,39,149.02051282,5196.3,1.1184496661,,,,,2015
"PEN NEEDLE","PEN NEEDLE, DIABETIC",173565,3298372.8,65345,50.476284337,18114780,0.18207855,33289,29.727490462,32056,6.6532433866,2015
"PEN NEEDLES","PEN NEEDLE, DIABETIC",75011,2210812.98,25740,85.890170163,8491530,0.258935896,8419,36.321785248,17321,4.8764747994,2015
"PENNSAID","DICLOFENAC SODIUM",23506,34647375.24,12804,2705.9805717,3051652.16,11.533065267,6462,99.573406066,6342,5.8845395774,2015
"PEPCID","FAMOTIDINE",1068,870029.82,301,2890.4645183,82694,10.756907979,191,160.99460733,110,6.6671818182,2015
"PERCOCET","OXYCODONE HCL/ACETAMINOPHEN",28354,38089986.41,4861,7835.833452,3387630,11.092161759,2301,409.89646675,2560,10.5533125,2015
"PHENADOZ","PROMETHAZINE HCL",26317,3568878.38,19060,187.24440609,431506,8.2989083513,6120,51.869194444,12940,2.094263524,2015
"PHENERGAN","PROMETHAZINE HCL",128,7538.94,99,76.150909091,2303,3.4504166901,25,37.352,74,1.2335135135,2015
"ATENOLOL","ATENOLOL",12908403,90093151.25,2568712,35.073278456,881841866.89,0.1023344228,1897016,20.191374807,671696,6.2692077517,2015
"PLAVIX","CLOPIDOGREL BISULFATE",84985,24709437.91,15905,1553.5641566,3887854,6.3804718655,8745,362.55797027,7160,22.786263966,2015
"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350",3798859,84222809.55,1226730,68.656354332,1837783345.7,0.1480200939,505176,22.555951688,721554,2.4965992982,2015
"ATIVAN","LORAZEPAM",13986,27542579.75,2539,10847.806124,1197340,22.827364865,1801,627.66076069,738,16.037899729,2015
"POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",14577684,415033463.51,3011796,137.80264783,1101630280.4,0.4137031915,1800488,48.017721423,1211308,5.9148633296,2015
"ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM",38596680,711852693.2,8069608,88.21403632,2078327455.7,0.3418690227,5719628,36.710981712,2349980,6.1865326982,2015
"PRAVACHOL","PRAVASTATIN SODIUM",7278,1995507.68,1809,1103.0998784,412241,4.8569256927,1442,280.58058252,367,17.34119891,2015
"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM",14542686,424202405.71,3031010,139.95414258,817185411.16,0.517043983,2147957,39.201540552,883053,7.3115395905,2015
"PRED FORTE","PREDNISOLONE ACETATE",18444,3031914.49,9056,334.79621135,150918,20.089813607,7387,125.23214837,1669,11.536710605,2015
"PRED MILD","PREDNISOLONE ACETATE",12509,1728394.93,6399,270.10391155,83827,20.618594606,4213,118.60943271,2186,6.603147301,2015
"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE",2623061,161682447.59,1509690,107.09645529,20315019.5,7.9587640854,1116607,26.799729457,393083,3.6505660636,2015
"PREDNISONE","PREDNISONE",11963142,91587875.3,4997847,18.325466006,479973248,0.2251662903,3269993,8.3078606988,1727854,1.6538123534,2015
"PREDNISONE INTENSOL","PREDNISONE",531,62158.44,331,187.78984894,42522,1.4617948356,146,54.437739726,185,1.214972973,2015
"PRILOSEC","OMEPRAZOLE",7913,3924812.16,2264,1733.5742756,486406,8.1752658706,1314,211.75181126,950,14.621368421,2015
"PRIMLEV","OXYCODONE HCL/ACETAMINOPHEN",79,91889.63,29,3168.607931,7006,13.063693174,15,125.048,14,9.0614285714,2015
"PRINIVIL","LISINOPRIL",8433,914692.04,1881,486.27965976,675365,1.3527305986,1678,149.00555423,203,23.651133005,2015
"PROAIR HFA","ALBUTEROL SULFATE",9226415,561498365.69,3473458,161.65399602,95472267.888,5.881271893,1773763,67.661379389,1699695,11.894504932,2015
"PROAIR RESPICLICK","ALBUTEROL SULFATE",36330,2072847.04,28089,73.795686568,43624.52,47.515641204,16788,34.44675959,11301,4.2057260419,2015
"AUGMENTIN","AMOXICILLIN/POTASSIUM CLAV",409,393006.13,336,1169.6611012,19343,40.981457795,197,108.55253807,139,5.9469784173,2015
"AUGMENTIN XR","AMOXICILLIN/POTASSIUM CLAV",63,80081.37,45,1779.586,2575,31.099561165,25,95.0664,20,4.8435,2015
"PRODIGY PEN NEEDLE","PEN NEEDLE, DIABETIC",49,507.82,18,28.212222222,4930,0.1029874622,,,,,2015
"PROMETHAZINE HCL","PROMETHAZINE HCL",1600245,17517409.2,615197,28.474471104,94766231.415,0.3110828129,226518,13.411268817,388679,1.9150089663,2015
"PROMETHEGAN","PROMETHAZINE HCL",38379,6452228.72,25933,248.80379131,712075,8.6886263341,10083,55.224276505,15850,2.6662258675,2015
"PROSCAR","FINASTERIDE",5529,1226545.22,1340,915.33225373,344600,3.559330296,1197,153.86101086,143,13.298671329,2015
"PROTONIX","PANTOPRAZOLE SODIUM",82195,26975922.37,21917,1230.8218447,3057298,9.0218168474,6774,266.66407883,15143,6.9956428713,2015
"PROTONIX IV","PANTOPRAZOLE SODIUM",2666,143428.65,487,294.51468172,84931.82,1.6887504589,92,172.89,395,7.4311898734,2015
"PROVENTIL HFA","ALBUTEROL SULFATE",375399,31487650.29,192935,163.20341198,3255743.176,9.6714171198,117932,74.723750042,75003,9.2699180033,2015
"PROZAC","FLUOXETINE HCL",23235,17910377.91,3924,4564.3164908,1565852,11.968319594,2314,585.42122731,1610,24.793732919,2015
"PROZAC WEEKLY","FLUOXETINE HCL",1449,366019.39,223,1641.3425561,10142,36.089468547,111,480.48198198,112,26.535982143,2015
"QUETIAPINE FUMARATE","QUETIAPINE FUMARATE",7273031,186997768.73,982773,190.27564731,355469530.04,0.5342610258,369261,51.844140107,613512,7.3193232406,2015
"RANITIDINE HCL","RANITIDINE HCL",7916550,92684703.55,1737994,53.328552084,547918443.68,0.1756918213,922863,23.131331314,815131,4.8933007701,2015
"RAYOS","PREDNISONE",3127,8066064.52,966,8349.9632712,162682,49.632366007,548,297.71604015,418,7.7623205742,2015
"RECTIV","NITROGLYCERIN",3397,1635000.01,2291,713.66216063,107470,15.21354806,1269,113.88018913,1022,6.1022994129,2015
"RELION PEN NEEDLES","PEN NEEDLE, DIABETIC",23660,456663.73,10849,42.092702553,2427383,0.1881300685,6170,26.045447326,4679,5.7608270998,2015
"REMERON","MIRTAZAPINE",5325,1157008.96,1018,1136.5510413,247928,4.6731625731,603,330.41757877,415,21.421277108,2015
"RIOMET","METFORMIN HCL",6844,2349205.16,1672,1405.0270096,3117875,0.7534635481,631,278.43743265,1041,8.8198847262,2015
"ROSADAN","METRONIDAZOLE",340,39784.46,249,159.77694779,16785,2.3706855685,221,36.521674208,28,2.3160714286,2015
"ROXICET","OXYCODONE HCL/ACETAMINOPHEN",839,16427.51,625,26.284016,106077,0.235576905,308,15.614090909,317,1.2044164038,2015
"ROXICODONE","OXYCODONE HCL",3506,4220203.4,547,7715.1798903,535914,7.7552838983,155,618.12819355,392,18.133061224,2015
"SARAFEM","FLUOXETINE HCL",196,140299.96,62,2262.9025806,11254,12.466850796,43,220.4944186,19,12.117894737,2015
"SEROQUEL","QUETIAPINE FUMARATE",37269,22479715.82,6256,3593.3049584,2286147.5,10.398573343,1164,420.35962199,5092,17.015176748,2015
"SEROQUEL XR","QUETIAPINE FUMARATE",900946,584405930.02,123996,4713.1030841,34410507.4,16.848114676,22934,422.15869451,101062,19.85883616,2015
"SERTRALINE HCL","SERTRALINE HCL",12383830,109192671.45,2161040,50.527834492,614795347.09,0.178245604,1274670,25.671291526,886370,5.78674857,2015
"SIMVASTATIN","SIMVASTATIN",31738778,261189804.22,6479463,40.310409091,1807198108.9,0.1444589808,4640870,19.71578401,1838593,5.4253550514,2015
"SINGULAIR","MONTELUKAST SODIUM",45484,13531934.56,9453,1431.4963038,2219019,6.0971558841,5704,284.84375701,3749,17.164102427,2015
"SOLARAZE","DICLOFENAC SODIUM",1729,2990859.06,837,3573.3083154,213323.997,14.020265428,199,207.80201005,638,6.5282288401,2015
"SPIRIVA","TIOTROPIUM BROMIDE",5446709,2191465783.5,1142131,1918.7516874,212238264.55,10.325498035,583806,348.49269226,558325,22.565369077,2015
"SPIRIVA RESPIMAT","TIOTROPIUM BROMIDE",299748,110221960.79,121903,904.1775903,1462701,75.354660571,72419,158.09470084,49484,11.616789669,2015
"SPIRONOLACTONE","SPIRONOLACTONE",5435424,56418068.21,1149659,49.073741179,291070053.02,0.1906939989,735022,26.105055563,414637,5.6482325504,2015
"AZASITE","AZITHROMYCIN",46718,7781964.53,24156,322.15451772,146000.9,53.300798351,18044,94.545032144,6112,6.7961501963,2015
"SULFAMETHOXAZOLE-TRIMETHOPRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",4822627,28775821.75,3102554,9.2748818393,109292038.88,0.2644659887,1869563,5.546575098,1232991,1.4915264102,2015
"SULFATRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",4819,263735.58,3472,75.960708525,1479914.15,0.1782100536,1353,19.713089431,2119,1.4250731477,2015
"SURE COMFORT","PEN NEEDLE, DIABETIC",108970,3719750.35,36432,102.1011844,13115822.242,0.2839168222,11541,40.508896976,24891,5.3635546985,2015
"SURE-FINE PEN NEEDLES","PEN NEEDLE, DIABETIC",704,21385.08,235,91.000340426,71170,0.3005167571,93,25.535698925,142,4.5946478873,2015
"AZITHROMYCIN","AZITHROMYCIN",7973770,66879791.49,5742583,11.646290788,54766822.62,1.2591230999,3784713,7.3409653412,1957870,1.8792346785,2015
"SYNTHROID","LEVOTHYROXINE SODIUM",5555680,248059462.51,1065785,232.74812698,313017823.94,0.7930646156,921140,150.76608273,144645,19.912264302,2015
"TAMSULOSIN HCL","TAMSULOSIN HCL",13758556,431388798.36,2878941,149.84287568,776018366.2,0.555900243,2078658,52.592994841,800283,6.4822584011,2015
"TAZTIA XT","DILTIAZEM HCL",324053,14568338.66,81580,178.57733096,16784728.7,0.8734529006,58863,79.582497324,22717,8.4554738742,2015
"TEMOVATE","CLOBETASOL PROPIONATE",202,76186.35,134,568.55485075,10622.4,7.2209776634,76,101.81855263,58,10.544137931,2015
"TENORMIN","ATENOLOL",15645,8063438.3,3224,2501.0664702,1036978,7.780345194,2820,462.32312766,404,33.567178218,2015
"TIAZAC","DILTIAZEM HCL",2975,445049.14,733,607.16117326,158562,2.9031348203,509,271.53787819,224,20.422008929,2015
"BACTRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",77,4580.17,36,127.22694444,3267,1.401949801,,,,,2015
"TIROSINT","LEVOTHYROXINE SODIUM",41297,6035351.55,9693,622.65052615,1858756.001,3.2467766825,6399,274.30083138,3294,15.173342441,2015
"BACTRIM DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",362,28566.85,226,126.40199115,11325,2.5224591611,152,54.061776316,74,3.357972973,2015
"BACTROBAN","MUPIROCIN",722,111900.68,425,263.29571765,56142,1.9931723131,264,57.710984848,161,4.142484472,2015
"TOPCARE CLICKFINE","PEN NEEDLE, DIABETIC",264,5544.04,147,37.714557823,27530,0.2013924135,65,22.030615385,82,3.2262195122,2015
"TOPROL XL","METOPROLOL SUCCINATE",849607,49322454.26,233431,211.2935054,80421420,0.6161224297,223177,77.199627157,10254,16.013119758,2015
"TOUJEO SOLOSTAR","INSULIN GLARGINE,HUM.REC.ANLOG",99137,56896733.58,43003,1323.0875423,766769.55,74.203173013,23200,182.87576466,19803,7.4349659143,2015
"TRAMADOL HCL","TRAMADOL HCL",14471226,106688525.27,4417297,24.15244555,1222093989,0.0872997709,2632227,12.406443422,1785070,3.2255135429,2015
"TRAMADOL HCL ER","TRAMADOL HCL",159620,20975026.87,40969,511.97312285,6655111.012,3.1781122664,26252,130.64953108,14717,8.2082652715,2015
"TRAZODONE HCL","TRAZODONE HCL",11389938,86225617.1,2237356,38.539068928,577171438.04,0.1526689937,1132488,19.357753831,1104868,5.0160941035,2015
"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE",4043090,74123065.96,2270416,32.647350072,410078084.47,0.7431577774,1445250,13.102927895,825166,2.2675859524,2015
"TRIAMTERENE-HYDROCHLOROTHIAZID","TRIAMTERENE/HYDROCHLOROTHIAZID",4635622,55501940.53,1025745,54.108906726,267210841.1,0.2078333603,806749,32.591829441,218996,7.6586243584,2015
"TRIANEX","TRIAMCINOLONE ACETONIDE",1009,565325.15,787,718.32928844,261885,2.1586770911,478,43.38123431,309,2.9624271845,2015
"TRIDERM","TRIAMCINOLONE ACETONIDE",30,246.41,19,12.968947368,3273.4,0.0752764709,,,,,2015
"TYLENOL-CODEINE NO.3","ACETAMINOPHEN WITH CODEINE",1949,156490.6,857,182.60280047,144769,1.0809676105,551,78.532286751,306,2.678496732,2015
"TYLENOL-CODEINE NO.4","ACETAMINOPHEN WITH CODEINE",1401,311951.35,457,682.60689278,159918,1.950695669,201,192.59671642,256,7.8432421875,2015
"ULTICARE","PEN NEEDLE, DIABETIC",166829,6683466.72,55670,120.05508748,18229589.566,0.3665026891,20377,46.230256662,35293,5.2149686907,2015
"ULTRACOMFORT","PEN NEEDLE, DIABETIC",17,262.87,,,1090,0.2402269663,,,,,2015
"ULTRAM","TRAMADOL HCL",9624,3197050.34,2149,1487.692108,1308887,2.4425716964,1386,259.50555556,763,25.753695937,2015
"ULTRAM ER","TRAMADOL HCL",1429,646477.54,297,2176.6920539,65665,10.126755046,197,390.5977665,100,15.0529,2015
"ULTRA-THIN II","PEN NEEDLE, DIABETIC",3527,117207.12,1627,72.038795329,409889,0.28595747,537,29.860949721,1090,4.0337522936,2015
"UNIFINE PENTIPS","PEN NEEDLE, DIABETIC",313440,8389996.9,97648,85.920826847,34714129.567,0.2417000552,35552,40.349842203,62096,5.4418390879,2015
"UNIFINE PENTIPS PLUS","PEN NEEDLE, DIABETIC",45323,1297105.99,17769,72.998254826,5349761,0.2426426089,8706,40.739879394,9063,4.8013395123,2015
"UNITHROID","LEVOTHYROXINE SODIUM",18899,613181.31,4641,132.12266968,1166927,0.5267109209,3943,53.355485671,698,8.0193982808,2015
"VALSARTAN","VALSARTAN",3964895,321779869.82,806481,398.99249929,211818278.24,1.525370459,508327,104.99408816,298154,7.4812442228,2015
"VANDAZOLE","METRONIDAZOLE",6577,369222.59,5493,67.216928818,472057,0.7821567946,3044,16.299270696,2449,2.0060228665,2015
"VASOTEC","ENALAPRIL MALEATE",5237,7470997.44,1110,6730.6283243,445128,16.648087068,873,531.97956472,237,31.781392405,2015
"BD ULTRA-FINE PEN NEEDLE","PEN NEEDLE, DIABETIC",3076442,149564270.33,1009594,148.14298652,419077361.35,0.3566244138,562367,64.478586919,447227,6.9873264584,2015
"VENTOLIN HFA","ALBUTEROL SULFATE",2713512,149539946.97,1112139,134.46156188,57413968.787,2.604591707,569855,70.643680375,542284,11.132009464,2015
"VIBRAMYCIN","DOXYCYCLINE HYCLATE",122,47131.74,59,798.84305085,6793,6.938280583,38,156.44236842,21,5.269047619,2015
"VICODIN","HYDROCODONE/ACETAMINOPHEN",73863,4991665.45,49449,100.94573096,3746875,1.3322209708,36694,19.640053687,12755,2.1279890239,2015
"VICODIN ES","HYDROCODONE/ACETAMINOPHEN",40253,4521308.17,19562,231.12709181,3016142,1.4990369054,13814,36.516997249,5748,4.3345233125,2015
"VICODIN HP","HYDROCODONE/ACETAMINOPHEN",13369,2661821.12,4499,591.64728162,1451915,1.83331746,2636,82.644180577,1863,8.045942029,2015
"VOLTAREN","DICLOFENAC SODIUM",2629006,224788741.39,1002882,224.14276195,483979818.91,0.4644589146,463113,63.917128995,539769,9.0087841836,2015
"VOLTAREN-XR","DICLOFENAC SODIUM",474,253405.14,128,1979.7276562,25334,10.002571248,102,354.95264706,26,10.012692308,2015
"VOSPIRE ER","ALBUTEROL SULFATE",26,4100.28,11,372.75272727,1928,1.9841901273,,,,,2015
"WARFARIN SODIUM","WARFARIN SODIUM",15304633,185891083.41,2253139,82.503158221,765720509.97,0.2470197433,1645789,34.864196267,607350,7.1142626492,2015
"WELLBUTRIN","BUPROPION HCL",2206,563796.25,533,1057.7790807,218608.5,2.5901576042,282,363.04843972,251,13.33561753,2015
"WELLBUTRIN SR","BUPROPION HCL",10646,4837815.45,2163,2236.6229542,819144,5.9635633684,1289,517.50419705,874,20.950732265,2015
"WELLBUTRIN XL","BUPROPION HCL",29875,55167291.59,5336,10338.697824,1616829,35.19021181,2939,678.06483158,2397,17.117571965,2015
"XALATAN","LATANOPROST",45160,8379186.05,8719,961.02604083,164967.18,50.793048957,6460,303.68754489,2259,22.341155378,2015
"XANAX","ALPRAZOLAM",30336,9486305.75,6189,1532.7687429,2703808,3.4736461401,4393,263.62545186,1796,19.199331849,2015
"XANAX XR","ALPRAZOLAM",1030,405450.33,199,2037.4388442,64713,6.434803427,123,337.36731707,76,15.075789474,2015
"XARTEMIS XR","OXYCODONE HCL/ACETAMINOPHEN",1888,396605.71,650,610.16263077,169987,2.3331531823,360,139.64480556,290,17.182172414,2015
"XODOL 10-300","HYDROCODONE/ACETAMINOPHEN",75,53138.36,,,7533,7.0540767291,,,,,2015
"XODOL 7.5-300","HYDROCODONE/ACETAMINOPHEN",38,28970.37,,,3954,7.3268512898,,,,,2015
"ZAMICET","HYDROCODONE/ACETAMINOPHEN",67,18730.37,42,445.96119048,50371,0.3718482857,22,36.440454545,20,10.5925,2015
"ZANTAC","RANITIDINE HCL",3925,1614410.47,994,1624.1554024,299626,5.5847728947,549,205.61289617,445,11.238314607,2015
"ZESTORETIC","LISINOPRIL/HYDROCHLOROTHIAZIDE",3505,1362176.74,737,1848.2723745,199239,6.8332078369,622,425.10607717,115,43.624956522,2015
"ZESTRIL","LISINOPRIL",10757,4922340.73,2335,2108.0688351,662949.95,7.4433204043,1880,394.42629787,455,33.554505495,2015
"ZITHROMAX","AZITHROMYCIN",3491,523601.68,2177,240.51524116,31219.25,18.981559451,1511,73.4862409,666,5.1943993994,2015
"ZITHROMAX TRI-PAK","AZITHROMYCIN",92,15042.78,62,242.62548387,432,34.82125,49,55.456122449,13,7.3938461538,2015
"ZMAX","AZITHROMYCIN",99,13134.53,85,154.52388235,102,128.76990196,30,61.696333333,55,2.2472727273,2015
"ZOCOR","SIMVASTATIN",23833,7376191.67,5477,1346.7576538,1521630,4.8578092163,4921,134.40401138,556,17.757733813,2015
"ZOLOFT","SERTRALINE HCL",26327,10127558.67,5000,2025.511734,1577090,6.4269308309,3057,442.53760222,1943,22.374935666,2015
"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE",8649198,96245453.38,1948413,49.396844191,291081772.77,0.3309170539,1215536,35.547440446,732877,5.6758150822,2015
"ZOLPIDEM TARTRATE ER","ZOLPIDEM TARTRATE",358642,32635480.57,79236,411.87693182,12885765,2.5314921326,55398,116.14509549,23838,10.09671407,2015
"ZOSTAVAX","ZOSTER VACCINE LIVE/PF",1058941,219062854.29,1056666,207.31513486,1057493.09,207.15298886,777507,67.931196825,279159,5.3334360705,2015
"ZYBAN","BUPROPION HCL",112,22402.16,40,560.054,7140,3.137557423,19,113.87315789,21,23.804285714,2015
"ZYLOPRIM","ALLOPURINOL",1292,212772.13,338,629.5033432,81379,2.8290977113,257,228.81603113,81,9.9872839506,2015
"BINOSTO","ALENDRONATE SODIUM",5057,889446.06,1321,673.31268736,23805,37.363833648,369,236.73737127,952,7.6407563025,2015
"BUDEPRION SR","BUPROPION HCL",226,3709.7,222,16.71036036,11855,0.3129228174,108,7.4847222222,114,2.2692982456,2015
"BUPROBAN","BUPROPION HCL",4014,186370.23,2145,86.885888112,269817,0.6907282714,906,34.964569536,1239,3.344205004,2015
"BUPROPION HCL","BUPROPION HCL",668576,25609727.28,156126,164.03243073,48023517.22,0.5303625454,79713,66.177993928,76413,5.6452768508,2015
"BUPROPION HCL SR","BUPROPION HCL",2357084,58026197.38,500939,115.8348569,165089943.44,0.3540856022,267693,59.615697758,233246,6.9024511031,2015
"BUPROPION XL","BUPROPION HCL",3346993,139170064.81,615715,226.03000546,159986466.81,0.8708806234,357897,89.014235772,257818,8.825523664,2015
"CARDIZEM","DILTIAZEM HCL",621,653698.25,157,4163.683121,79019,8.2811848782,121,358.44107438,36,11.954444444,2015
"CARDIZEM CD","DILTIAZEM HCL",9451,18062270.66,2078,8692.1417998,518347,36.226897085,1455,621.49721649,623,26.673322632,2015
"CARDIZEM LA","DILTIAZEM HCL",25196,5553174.1,7422,748.20454056,1733788,3.2763435199,6225,151.34369639,1197,13.545171261,2015
"CAREFINE PEN NEEDLE","PEN NEEDLE, DIABETIC",952,25131.9,574,43.783797909,116608,0.211049832,250,19.87412,324,2.7111728395,2015
"CARTIA XT","DILTIAZEM HCL",1704623,63057428.23,462802,136.25141687,105552639.33,0.6004012287,358496,66.132788595,104306,7.1211143175,2015
"CARVEDILOL","CARVEDILOL",14556330,117776680.2,2673771,44.048903291,1406922375.5,0.083866651,1696571,22.787748323,977200,6.1243621367,2015
"CATAPRES","CLONIDINE HCL",2902,899576.69,581,1548.3247676,337438,2.6604723322,423,319.19078014,158,20.282405063,2015
"CELEBREX","CELECOXIB",246750,87139089.13,92075,946.39249666,11927433.751,7.3448246976,42616,257.22099798,49459,9.5045552882,2015
"CELECOXIB","CELECOXIB",2991693,479623729.45,788499,608.27436617,160231247.3,3.006993685,519463,160.56691585,269036,8.7382875526,2015
"CELEXA","CITALOPRAM HYDROBROMIDE",9696,3039250,1928,1576.3744813,480072.5,6.3378140185,1250,418.21236,678,20.068716814,2015
"CENTANY","MUPIROCIN",88,16038.02,72,222.75027778,2922,5.4887132101,52,49.613269231,20,3.09,2015
"CENTANY AT","MUPIROCIN",48,9347.85,35,267.08142857,48,194.746875,,,,,2015
"CEPHALEXIN","CEPHALEXIN",5339329,35203724.11,3744823,9.4006376563,151911236.49,0.2343390669,2492519,6.0762299625,1252304,1.4956341831,2015
"CILOXAN","CIPROFLOXACIN HCL",10606,1793519.28,6789,264.18018559,39304,45.7839147,3945,82.63547275,2844,4.8470182841,2015
"CIPRO","CIPROFLOXACIN HCL",1335,165770.63,815,203.39954601,30329,5.4943826031,643,66.310404355,172,4.8314534884,2015
"ADVAIR DISKUS","FLUTICASONE/SALMETEROL",5649301,2270015725.8,1321483,1717.7789845,430415878.26,5.2778746176,715348,288.45651027,606135,19.657043117,2015
"CIPROFLOXACIN HCL","CIPROFLOXACIN HCL",7397457,51880972.04,5059928,10.253302426,113812225.11,0.5101718358,3408813,6.2616098214,1651115,1.5525585619,2015
"CITALOPRAM HBR","CITALOPRAM HYDROBROMIDE",10500605,72247620.93,1894198,38.141535853,484344068,0.1486710305,1131510,19.992373227,762688,5.4190187993,2015
"ADVAIR HFA","FLUTICASONE/SALMETEROL",397865,162068026.85,111407,1454.7382736,5758006.3,28.13993655,59394,243.6664525,52013,15.499334013,2015
"CLEOCIN HCL","CLINDAMYCIN HCL",189,31745.52,129,246.08930233,7157,5.236392769,89,52.95741573,40,6.2845,2015
"CLICKFINE","PEN NEEDLE, DIABETIC",79115,1620492.04,30052,53.922934913,9563532,0.1694220694,17602,32.487383252,12450,6.0374240964,2015
"CLINDAMYCIN HCL","CLINDAMYCIN HCL",2203627,19620418.97,1607163,12.208107684,62837980.1,0.3199578627,1053914,7.157208833,553249,1.6124603931,2015
"ADVOCATE PEN NEEDLES","PEN NEEDLE, DIABETIC",3592,220489.52,1292,170.65752322,530886,0.4155893953,360,49.956722222,932,5.4479935622,2015
"CLOBETASOL PROPIONATE","CLOBETASOL PROPIONATE",1948301,389702537.25,998291,390.36967903,110239726.8,3.5602897617,709464,44.188038576,288827,4.0162178397,2015
"CLOBEX","CLOBETASOL PROPIONATE",3762,2361603.96,2202,1072.4813624,414452.5,5.7185089636,1675,108.67093731,527,7.5515180266,2015
"CLODAN","CLOBETASOL PROPIONATE",138,40356.3,91,443.47582418,18294,2.205985569,76,34.408421053,15,2.23,2015
"CLONAZEPAM","CLONAZEPAM",10134812,67764653.6,1523050,44.49273077,616804620.2,0.1108446701,766183,25.749991086,756867,7.2576474863,2015
"CLONIDINE HCL","CLONIDINE HCL",4753894,37915669.82,978643,38.743106342,418631845.16,0.0898573742,502192,21.008817444,476451,5.1542859392,2015
"CLONIDINE HCL ER","CLONIDINE HCL",5904,1566699.5,1740,900.40201149,469477,3.3371166213,768,110.0341276,972,5.7682201646,2015
"CLOPIDOGREL","CLOPIDOGREL BISULFATE",15037987,219211248.21,2817228,77.810971711,737242678.37,0.2978356163,1831937,39.972797886,985291,6.933926911,2015
"COMFORT EZ","PEN NEEDLE, DIABETIC",44518,3097952.35,18526,167.22186926,6856360,0.452818918,3776,47.339618644,14750,4.8057118644,2015
"CONZIP","TRAMADOL HCL",1508,592102.22,543,1090.4276611,60197,10.097393836,342,182.13684211,201,7.5804477612,2015
"COREG","CARVEDILOL",15419,4852843.98,3161,1535.2242898,1437103,3.3769929886,2088,344.68742337,1073,20.735955266,2015
"CORMAX","CLOBETASOL PROPIONATE",160,6473.12,135,47.949037037,9000,0.7192355556,94,27.605744681,41,1.9041463415,2015
"COUMADIN","WARFARIN SODIUM",455705,43615623,75000,581.54164,23615218.244,1.861627713,54874,269.3145158,20126,22.108984895,2015
"COZAAR","LOSARTAN POTASSIUM",33530,6749758.29,7305,923.99155236,2143555,3.2209673896,5536,248.53629335,1769,17.005392877,2015
"CRESTOR","ROSUVASTATIN CALCIUM",8712212,2883122484.3,1733071,1663.591673,416825307.24,6.9167811384,1141719,328.05151052,591352,24.282558561,2015
"CUTIVATE","FLUTICASONE PROPIONATE",58,61254.4,41,1494.0097561,8175,7.3817283951,29,84.413793103,12,2.3,2015
"CYCLOBENZAPRINE HCL","CYCLOBENZAPRINE HCL",4059221,65507970.19,1397089,46.888902704,249338633.35,0.2649998357,603222,22.993191827,793867,3.612096195,2015
"CYMBALTA","DULOXETINE HCL",114435,41583214.59,23997,1732.8505476,5832706,7.138279117,10693,420.70839989,13304,18.840494588,2015
"DELTASONE","PREDNISONE",15,61.6,11,5.6,203,0.3034482759,,,,,2015
"ALBUTEROL SULFATE","ALBUTEROL SULFATE",746444,30903409.45,244987,126.14305841,88434439.019,0.460960386,61492,29.734070611,183495,1.0594411292,2015
"DICLOFENAC SODIUM","DICLOFENAC SODIUM",2394545,144288862.55,880314,163.90613185,173381516.36,0.6750771144,534240,24.337797919,346074,4.0480186319,2015
